order_id,date,product,category,region,sales,profit
1401,2023-02-20,Pen Set,Stationery,North,212.91,35.84
1757,2023-02-20,Power Bank,Electronics,West,208.66,32.45
2236,2023-02-20,T-Shirt,Clothing,West,270.1,62.14
1418,2023-02-22,Wireless Mouse,Electronics,East,356.5,64.01
1811,2023-02-22,Sticky Notes,Stationery,West,284.19,73.69
2276,2023-02-22,Bluetooth Speaker,Electronics,South,114.79,29.14
3039,2023-02-22,Wireless Mouse,Electronics,East,81.0,31.96
1222,2023-02-22,Study Table,Furniture,West,123.03,30.36
1091,2023-02-22,Bookshelf,Furniture,South,467.71,10.55
1414,2023-02-23,Whiteboard,Stationery,West,154.24,60.35
2537,2023-02-23,T-Shirt,Clothing,South,111.45,25.95
1775,2023-02-23,Pen Set,Stationery,South,152.76,37.34
1284,2023-02-23,Bookshelf,Furniture,South,307.12,4.93
2232,2023-02-23,Jeans,Clothing,North,117.58,11.94
3281,2023-02-24,Wireless Mouse,Electronics,South,118.86,16.08
2355,2023-02-24,Bookshelf,Furniture,West,294.89,56.36
3719,2023-02-24,Sneakers,Clothing,East,143.74,48.58
2217,2023-02-24,Notebook Pack,Stationery,South,281.95,63.96
2223,2023-02-24,T-Shirt,Clothing,South,182.64,30.28
1855,2023-02-25,Sticky Notes,Stationery,South,414.49,106.25
1870,2023-02-25,Bookshelf,Furniture,South,158.25,27.28
3403,2023-02-25,Wireless Mouse,Electronics,West,408.02,73.93
3707,2023-02-26,Jacket,Clothing,East,312.81,110.16
3888,2023-02-26,Whiteboard,Stationery,East,249.08,66.76
3922,2023-02-27,Jeans,Clothing,North,86.75,4.91
1644,2023-02-27,Office Chair,Furniture,East,237.08,3.99
1436,2023-02-27,LED Monitor,Electronics,North,249.59,9.9
1443,2023-02-27,Power Bank,Electronics,West,172.31,19.96
1660,2023-02-27,Sofa,Furniture,South,182.47,-3.09
3256,2023-02-27,Sofa,Furniture,South,104.39,9.48
1034,2023-02-28,Office Chair,Furniture,East,392.46,51.62
2285,2023-02-28,Sneakers,Clothing,East,137.29,35.01
2869,2023-02-28,Whiteboard,Stationery,North,219.17,60.07
2983,2023-02-28,LED Monitor,Electronics,East,92.76,17.9
3727,2023-03-01,Sofa,Furniture,East,460.49,66.24
3392,2023-03-01,T-Shirt,Clothing,South,160.33,28.97
2735,2023-03-01,Notebook Pack,Stationery,East,210.31,52.83
3186,2023-03-01,Jeans,Clothing,West,338.69,80.63
1830,2023-03-02,Study Table,Furniture,South,324.07,54.18
2380,2023-03-02,Office Chair,Furniture,South,138.37,28.79
2509,2023-03-02,Sneakers,Clothing,West,369.68,100.76
1554,2023-03-03,Whiteboard,Stationery,West,138.79,33.07
2517,2023-03-03,Office Chair,Furniture,South,270.94,29.43
2548,2023-03-03,Notebook Pack,Stationery,East,359.67,145.67
2185,2023-03-04,Jeans,Clothing,South,436.1,80.6
3429,2023-03-04,Wireless Mouse,Electronics,East,82.5,9.02
1105,2023-03-04,Sticky Notes,Stationery,East,105.44,36.71
1731,2023-03-04,Notebook Pack,Stationery,North,77.92,24.96
2172,2023-03-04,LED Monitor,Electronics,South,109.58,2.19
2767,2023-03-05,Bookshelf,Furniture,South,86.98,10.51
3454,2023-03-06,Power Bank,Electronics,West,101.43,12.77
3077,2023-03-06,LED Monitor,Electronics,West,152.22,32.57
1099,2023-03-06,Bookshelf,Furniture,East,478.5,100.16
1725,2023-03-06,Notebook Pack,Stationery,East,138.79,38.02
2931,2023-03-07,Sticky Notes,Stationery,North,291.17,57.63
3925,2023-03-07,Sticky Notes,Stationery,North,111.51,37.7
3671,2023-03-07,Pen Set,Stationery,North,131.13,25.44
3889,2023-03-07,Sofa,Furniture,South,178.38,22.07
1909,2023-03-08,Wireless Mouse,Electronics,East,139.58,8.1
3346,2023-03-08,Wireless Mouse,Electronics,East,192.8,37.42
3254,2023-03-08,Bookshelf,Furniture,South,225.32,23.53
3911,2023-03-09,Jacket,Clothing,North,300.67,35.99
1809,2023-03-10,Whiteboard,Stationery,East,132.35,29.34
1467,2023-03-10,Sofa,Furniture,West,107.69,16.23
1575,2023-03-10,Wireless Mouse,Electronics,West,75.01,17.2
2359,2023-03-10,Sofa,Furniture,East,181.48,-0.68
2098,2023-03-10,LED Monitor,Electronics,West,213.66,29.97
3041,2023-03-10,Sticky Notes,Stationery,West,419.87,147.8
3690,2023-03-11,Jeans,Clothing,East,497.56,108.11
1628,2023-03-11,Notebook Pack,Stationery,South,615.67,128.47
3832,2023-03-11,Power Bank,Electronics,South,141.21,38.46
3241,2023-03-11,Power Bank,Electronics,South,131.02,25.12
2770,2023-03-13,Bookshelf,Furniture,South,144.54,0.5
1005,2023-03-13,LED Monitor,Electronics,West,129.88,25.85
3949,2023-03-13,T-Shirt,Clothing,North,163.09,43.3
1766,2023-03-13,Bluetooth Speaker,Electronics,North,379.21,96.7
3238,2023-03-14,Pen Set,Stationery,North,109.18,19.57
3349,2023-03-14,Jeans,Clothing,South,343.41,81.38
2374,2023-03-14,Bluetooth Speaker,Electronics,North,119.88,42.95
1849,2023-03-14,LED Monitor,Electronics,West,87.51,16.28
2820,2023-03-14,T-Shirt,Clothing,North,280.79,65.03
3784,2023-03-15,Jeans,Clothing,South,155.77,30.09
1600,2023-03-15,T-Shirt,Clothing,South,125.76,15.39
1530,2023-03-16,Sofa,Furniture,North,286.26,58.65
3763,2023-03-16,Bluetooth Speaker,Electronics,South,50.72,9.33
2154,2023-03-16,Sticky Notes,Stationery,North,155.41,49.8
1955,2023-03-16,Bookshelf,Furniture,North,84.21,12.02
2308,2023-03-16,Study Table,Furniture,West,196.38,19.56
2706,2023-03-16,T-Shirt,Clothing,North,204.1,28.74
1784,2023-03-16,Jeans,Clothing,South,126.69,26.49
1459,2023-03-17,Whiteboard,Stationery,South,688.79,183.61
3078,2023-03-17,Pen Set,Stationery,West,228.59,57.85
1566,2023-03-17,Power Bank,Electronics,South,133.61,30.47
3733,2023-03-17,Office Chair,Furniture,East,155.8,17.35
3211,2023-03-18,Jeans,Clothing,North,132.31,26.55
2243,2023-03-19,Wireless Mouse,Electronics,North,205.24,5.64
1754,2023-03-19,Notebook Pack,Stationery,South,128.72,25.91
3761,2023-03-19,Pen Set,Stationery,North,80.71,13.11
2027,2023-03-19,Notebook Pack,Stationery,South,105.22,42.75
1847,2023-03-19,Wireless Mouse,Electronics,South,134.24,7.31
1875,2023-03-19,Bluetooth Speaker,Electronics,East,192.83,28.2
3506,2023-03-20,Jeans,Clothing,North,129.4,5.29
2692,2023-03-20,Bookshelf,Furniture,East,189.64,27.18
3375,2023-03-20,Power Bank,Electronics,North,303.42,44.49
3916,2023-03-20,T-Shirt,Clothing,South,159.96,34.3
1666,2023-03-21,Jeans,Clothing,West,121.09,23.33
3414,2023-03-21,Sofa,Furniture,West,153.86,26.71
1066,2023-03-22,Jacket,Clothing,West,172.25,37.63
1802,2023-03-22,Office Chair,Furniture,North,90.79,-4.37
1210,2023-03-22,Sneakers,Clothing,West,233.31,63.98
2407,2023-03-22,LED Monitor,Electronics,West,131.57,24.36
2631,2023-03-23,Power Bank,Electronics,West,234.45,9.13
2263,2023-03-23,LED Monitor,Electronics,North,369.08,57.61
3849,2023-03-23,Office Chair,Furniture,South,84.52,2.97
3406,2023-03-24,Sofa,Furniture,North,199.64,-2.03
1751,2023-03-24,Sticky Notes,Stationery,East,105.77,17.33
2709,2023-03-25,Notebook Pack,Stationery,West,133.95,37.31
3302,2023-03-25,T-Shirt,Clothing,South,103.25,13.24
2178,2023-03-25,Study Table,Furniture,North,150.57,29.32
3155,2023-03-25,Bookshelf,Furniture,South,146.59,14.9
2830,2023-03-25,Sneakers,Clothing,West,259.69,52.52
2927,2023-03-25,Sofa,Furniture,East,125.71,11.55
2719,2023-03-25,Sneakers,Clothing,South,273.43,88.2
2837,2023-03-25,Sticky Notes,Stationery,South,74.38,24.79
1753,2023-03-26,Bookshelf,Furniture,south,245.37,13.18
3091,2023-03-26,Pen Set,Stationery,South,95.67,13.26
2256,2023-03-26,Whiteboard,Stationery,North,88.31,16.67
2796,2023-03-27,Bluetooth Speaker,Electronics,North,668.91,71.22
1899,2023-03-27,Wireless Mouse,Electronics,South,79.22,13.82
1158,2023-03-27,Sneakers,Clothing,East,67.63,7.17
3020,2023-03-27,Jacket,Clothing,East,179.23,20.87
1463,2023-03-27,Jacket,Clothing,East,260.76,20.17
3895,2023-03-27,Notebook Pack,Stationery,North,226.83,92.33
2426,2023-03-27,Wireless Mouse,Electronics,North,289.88,51.62
3517,2023-03-28,Bluetooth Speaker,Electronics,East,256.64,80.77
3512,2023-03-28,Bookshelf,Furniture,South,131.86,31.65
2222,2023-03-28,Jacket,Clothing,East,90.32,14.34
2848,2023-03-28,Sneakers,Clothing,North,106.92,31.87
3630,2023-03-29,Power Bank,Electronics,South,289.4,69.99
2242,2023-03-29,Wireless Mouse,Electronics,East,269.5,71.4
2787,2023-03-29,Sneakers,Clothing,West,156.16,29.13
1014,2023-03-29,Whiteboard,Stationery,North,80.04,24.23
2033,2023-03-30,Bookshelf,Furniture,South,137.97,7.95
3050,2023-03-30,T-Shirt,Clothing,North,277.81,46.25
2554,2023-03-30,Sticky Notes,Stationery,East,41.04,4.74
2415,2023-03-30,Bookshelf,Furniture,South,213.51,24.41
1981,2023-03-31,Study Table,Furniture,North,143.84,16.48
3139,2023-03-31,Wireless Mouse,Electronics,South,288.45,62.42
1520,2023-03-31,Jeans,Clothing,East,149.34,33.73
1698,2023-03-31,Sneakers,Clothing,North,300.46,81.41
2810,2023-03-31,Power Bank,Electronics,West,120.09,21.29
1634,2023-04-01,Sneakers,Clothing,East,200.35,45.57
3381,2023-04-02,Notebook Pack,Stationery,South,255.79,72.89
1398,2023-04-02,Bluetooth Speaker,Electronics,North,279.87,42.42
3437,2023-04-02,Wireless Mouse,Electronics,North,90.88,5.25
2604,2023-04-02,Bookshelf,Furniture,West,44.68,3.91
2797,2023-04-02,Bookshelf,Furniture,South,352.86,93.37
1059,2023-04-02,Sofa,Furniture,East,226.24,26.88
1828,2023-04-03,T-Shirt,Clothing,East,234.41,50.46
2874,2023-04-03,Bookshelf,Furniture,West,210.27,54.96
1469,2023-04-04,Whiteboard,Stationery,North,477.99,138.23
1819,2023-04-05,Sneakers,Clothing,South,485.23,61.45
2005,2023-04-05,Bookshelf,Furniture,East,171.96,23.36
1765,2023-04-05,Bluetooth Speaker,Electronics,West,170.93,9.57
2094,2023-04-05,LED Monitor,Electronics,East,274.4,83.75
3362,2023-04-05,Sofa,Furniture,South,288.33,54.03
1446,2023-04-06,Wireless Mouse,Electronics,North,145.78,29.5
2241,2023-04-06,Power Bank,Electronics,West,176.13,39.66
1146,2023-04-06,Sofa,Furniture,East,296.74,18.8
1543,2023-04-06,Whiteboard,Stationery,South,217.29,50.78
3498,2023-04-07,Study Table,Furniture,North,171.24,24.6
2070,2023-04-07,Wireless Mouse,Electronics,North,98.33,23.09
3928,2023-04-07,Jeans,Clothing,West,414.91,50.94
1790,2023-04-08,Pen Set,Stationery,South,275.98,102.78
2450,2023-04-08,Sofa,Furniture,East,252.73,51.5
2354,2023-04-08,Wireless Mouse,Electronics,North,156.36,47.31
3890,2023-04-08,Whiteboard,Stationery,West,539.16,119.21
2542,2023-04-09,Bookshelf,Furniture,East,175.66,-2.08
1576,2023-04-09,Sofa,Furniture,South,293.94,48.36
1126,2023-04-09,LED Monitor,Electronics,West,121.53,23.15
3407,2023-04-09,Study Table,Furniture,West,102.83,8.44
1349,2023-04-09,T-Shirt,Clothing,West,61.22,11.65
1298,2023-04-09,Study Table,Furniture,East,291.22,68.64
1541,2023-04-09,Bluetooth Speaker,Electronics,South,453.82,50.96
1737,2023-04-09,Bookshelf,Furniture,West,423.92,103.58
1357,2023-04-09,Bookshelf,Furniture,North,237.66,9.28
1278,2023-04-09,Bookshelf,Furniture,West,145.49,29.04
2700,2023-04-09,Pen Set,Stationery,East,322.99,
1483,2023-04-10,Sneakers,Clothing,North,64.83,12.46
1016,2023-04-10,Jeans,Clothing,North,57.66,5.51
2910,2023-04-10,Bookshelf,Furniture,North,212.23,57.62
3513,2023-04-11,Notebook Pack,Stationery,West,58.0,18.82
3692,2023-04-11,Power Bank,Electronics,South,233.0,58.48
3331,2023-04-11,Notebook Pack,Stationery,South,135.82,38.17
3420,2023-04-11,Sticky Notes,Stationery,North,130.48,44.51
3230,2023-04-12,Jeans,Clothing,West,163.55,38.47
3059,2023-04-12,Bookshelf,Furniture,East,208.68,58.89
3987,2023-04-12,Jacket,Clothing,East,76.94,15.32
3087,2023-04-12,Bookshelf,Furniture,west,280.88,14.33
2392,2023-04-12,T-Shirt,Clothing,East,134.27,20.17
2782,2023-04-12,Sticky Notes,Stationery,West,191.47,42.9
1001,2023-04-13,Sneakers,Clothing,East,500.93,124.64
1422,2023-04-13,Wireless Mouse,Electronics,West,102.1,16.24
2807,2023-04-13,Wireless Mouse,Electronics,East,201.57,47.1
1786,2023-04-13,Office Chair,Furniture,South,392.39,77.71
2050,2023-04-14,Bookshelf,Furniture,North,175.68,15.62
3953,2023-04-14,Jeans,Clothing,South,373.33,60.86
1378,2023-04-14,Jeans,Clothing,East,114.11,29.02
3293,2023-04-14,Pen Set,Stationery,South,403.41,129.61
1292,2023-04-14,T-Shirt,Clothing,South,99.54,-3.35
3661,2023-04-14,Bluetooth Speaker,Electronics,North,611.3,70.03
1736,2023-04-15,Sneakers,Clothing,West,287.38,52.54
3487,2023-04-15,Jacket,Clothing,East,163.46,12.27
3132,2023-04-16,Wireless Mouse,Electronics,East,772.36,115.57
